$$10580008$$|$$2,6495$$|$$2007$$|$$3$$|$$Oudeschans 35 (School voor voorbereidend onderwijs)^10(x = meest linkse hoekpilaster y = hardstenen plint)$$|$$NW$$|-28|14|$$$$|POINT (122130.0 487120.0)
$$10580009$$|$$1,8222$$|$$2007$$|$$3$$|$$Zandstraat 17 in de Zanddwarsstraat^10"Zuiderkerkstoren"(Y = zandstenen plintband)$$|$$NW$$|-154|-24|$$$$|POINT (121779.8 487037.1)
$$10580010$$|$$1,9169$$|$$1999$$|$$1$$|$$Zijgevel Kloveniersburgwal 48 van het "Oost Indisch Huis"^10a/d Oude Hoogstraat 24 (X=2e pilaster Y=hardst. plintafd.).$$|$$NO$$|22|-11|$$$$|POINT (121700.0 487120.0)
$$10580011$$|$$3,0095$$|$$2007$$|$$15$$|$$Bovenkant hakkelbout in de noordoost toren van de "Sint An-^10thoniewaag" Nieuwmarkt 4 (x=dag deur (1617) y=midden bout)$$|$$Z$$|114|-50|$$$$|POINT (121854.4 487322.6)
$$10580012$$|$$3,7528$$|$$2007$$|$$1$$|$$Noordoostelijk landhoofd van de brug (279) in de Prins Hen-^10drikkade over de Oudeschans(y = scheiding steen en beton)$$|$$$$|49|-44|$$$$|POINT (122390.0 487330.0)
$$10580019$$|$$2,48$$|$$2007$$|$$99$$|$$Brugwachtershuisje Bantammerbrug^10(y = boven zwarte plint)$$|$$NW$$|14|3|$$$$|POINT (121901.1 487494.7)
$$10580020$$|$$1,1608$$|$$2007$$|$$0$$|$$Kloveniersburgwal 49 (linker bouwmuur)^10$$|$$NW$$|-42|32|$$25G0380$$|POINT (121730.0 487073.6)
$$10580105$$|$$3,4362$$|$$2007$$|$$0$$|$$Prins Hendrikkade 48^10(zijgevel in Nieuwebrugsteeg)$$|$$NO$$|-8|36|$$25E0400$$|POINT (121765.5 487738.3)
$$10580106$$|$$1,1585$$|$$2007$$|$$0$$|$$Kloveniersburgwal 55^10$$|$$W$$|-223|26|$$25G0379$$|POINT (121720.1 487056.5)
$$10680001$$|$$3,7472$$|$$2007$$|$$7$$|$$Kadijksplein 18^10("Zeemanshuis" ;y = bovenkant plint)$$|$$NW$$|159|16|$$$$|POINT (122720.0 487090.0)
$$10680004$$|$$1,2314$$|$$2007$$|$$1$$|$$Noordwest vleugel van het spoorviadukt in de Piet Heinkade^10ter hoogte van de Kattenburgerstraat.$$|$$NO$$|-38|48|$$$$|POINT (123282.6 487674.8)
$$10680006$$|$$1,94$$|$$2007$$|$$0$$|$$Muur onder hek van P.T.T.-complex aan het Oosterdok 3.20 m.^10van oprit postperron.$$|$$Z$$|320|-27|$$$$|POINT (122522.2 487627.2)
$$10680007$$|$$2,5024$$|$$2007$$|$$0$$|$$Kleine Wittenburgerstraat 170-188 ^10hoek Tweede Wittenburgerdwarsstraat 60-72$$|$$NW$$|21|25|$$$$|POINT (123319.4 487153.9)
$$10780004$$|$$2,0611$$|$$2007$$|$$0$$|$$Oostelijke Handelskade 4^10Cafe restaurant Panama$$|$$NW$$|28|50|$$$$|POINT (123868.8 487569.0)
$$10780005$$|$$2,2387$$|$$2007$$|$$18$$|$$Czaar Peterstraat^10ZW-vleugelmuur NW-landhoofd spoorbrug (20)$$|$$ZW$$|-9|85|$$$$|POINT (124016.44 487217.65)
$$10880022$$|$$1,8206$$|$$2007$$|$$1$$|$$Ventilatiegebouw Piet Heintunnel aan de C.van Eesterenlaan^10Zuid zijde betonnen ombouw toegang tot machinegebouw$$|$$Z$$|28|20|$$$$|POINT (124462.3 487222.7)
$$10880023$$|$$2,8619$$|$$2008$$|$$1$$|$$Noordelijk landhoofd van de Verbindingsdam. westelijke muur$$|$$ZO$$|55|-21|$$$$|POINT (124407.4 487634.1)
$$10980001$$|$$1,1281$$|$$2007$$|$$1$$|$$Hoofdweg 251^10$$|$$O$$|-21|53|$$25D0083$$|POINT (118550.0 486760.0)
$$10980002$$|$$-,2706$$|$$2007$$|$$0$$|$$Derkinderenstraat 90^10(Kerk van "Het Apostolisch Genootschap")$$|$$W$$|-20|35|$$$$|POINT (117774.6 486416.2)
$$10980003$$|$$1,2782$$|$$2007$$|$$0$$|$$Postjesweg 124^10(Rooms katholiek klooster)$$|$$W$$|-16|58|$$$$|POINT (118460.0 486430.0)
$$10980004$$|$$-,4127$$|$$2007$$|$$0$$|$$Zuidoostelijke pilaar in viadukt Einsteinweg over de Jan^10Evertsenstraat$$|$$N$$|-50|33|$$$$|POINT (117907.2 486951.2)
$$11080001$$|$$1,5669$$|$$2007$$|$$3$$|$$Hasebroekstraat 118^10(y = bovenkant gemetselde rollaag)$$|$$ZW$$|32|17|$$$$|POINT (119181.0 486537.0)
$$11080002$$|$$1,544$$|$$2007$$|$$3$$|$$Chassestraat 59 "Wassenaerschool"(x = inspringende^10hoek; y = bovenkant gemetselde rollaag van de plint)$$|$$O$$|-31|83|$$$$|POINT (119193.3 486914.2)
$$11080006$$|$$1,695$$|$$2007$$|$$16$$|$$Jacob van Lennepkade 288 / Jan Pieter Heijestraat^10in de tweede kolom$$|$$Z$$|14|25|$$$$|POINT (119351.6 486285.0)
$$11080007$$|$$1,4701$$|$$2007$$|$$3$$|$$Bellamystraat 19^10(y = boven plint)$$|$$NW$$|17|39|$$$$|POINT (119521.5 486708.1)
$$11180001$$|$$1,8449$$|$$2007$$|$$7$$|$$Gebouw der "Bereden Politie" Overtoom 33 (y = buiten boven-^10kant afgeschuinde plint).$$|$$NW$$|-54|16|$$25G0116$$|POINT (120274.2 486263.8)
$$11180002$$|$$1,8895$$|$$2007$$|$$1$$|$$Nassaukade 330^10(Cafe "De Roemer")(y = boven plint)$$|$$NO$$|38|8|$$$$|POINT (120183.3 486848.5)
$$11180004$$|$$1,8389$$|$$2007$$|$$3$$|$$Passeerdersgracht 27                       (Portierswoning^10"Eerste Openbare Handelsschool";y = boven hardstenen plint)$$|$$NW$$|-51|21|$$$$|POINT (120483.4 486657.0)
$$11180006$$|$$1,2704$$|$$2007$$|$$0$$|$$Jacob van Lennepkade 150/154 in de Ten Katestraat^10$$|$$W$$|-61|52|$$$$|POINT (119683.1 486418.0)
$$11180007$$|$$1,6509$$|$$2007$$|$$0$$|$$Bilderdijkstraat 169^10hoek Kinkerstraat (winkel "Blokker")$$|$$W$$|-10|56|$$$$|POINT (119932.7 486739.8)
$$11280001$$|$$2,6311$$|$$2007$$|$$1$$|$$In de inkassing tussen theater "Nieuwe de la Mar" en hotel^10"American" (Y = onderkant geel metselwerk van het hotel).$$|$$NO$$|-19|-61|$$25G0117$$|POINT (120535.2 486376.3)
$$11280002$$|$$2,583$$|$$1991$$|$$7$$|$$Leidseplein 26 gevel aan Lijnbaansgracht "Stadsschouwburg"^10(x = uitbouw; y = boven hardstenen plint)$$|$$NO$$|364|75|$$25G0118$$|POINT (120604.4 486395.0)
$$11280003$$|$$2,4116$$|$$2007$$|$$1$$|$$Zuidoostelijke vleugelmuur brug (29) over de Herengracht^10tussen Koningsplein en Leidsestraat (y=bovenkant dekzerk)$$|$$N$$|0|-85|$$25G0308$$|POINT (121039.5 486656.4)
$$11280004$$|$$2,9543$$|$$2007$$|$$7$$|$$Muntplein 12 (Oostelijk gevelvlak "Munttoren")^10(y=boven voeg gelijk aan plint van vooruitspringend ged.)$$|$$NO$$|207|27|$$$$|POINT (121358.0 486689.1)
$$11280005$$|$$1,9934$$|$$2007$$|$$7$$|$$Singel 421^10"Universiteitsbibliotheek"(y = boven zandstenen plint)$$|$$ZW$$|-50|49|$$25G0309$$|POINT (121094.3 486785.7)
$$11280006$$|$$1,8423$$|$$2007$$|$$0$$|$$Keizersgracht 555 hoek Nieuwe Spiegelstraat^10(Gebouw "de Lely")$$|$$Z$$|28|29|$$$$|POINT (121119.1 486399.2)
$$11280018$$|$$,5621$$|$$2007$$|$$18$$|$$Kademuur t/o Herengracht 502$$|$$N$$|-107|-32|$$$$|POINT (121375.96 486456.28)
$$11380001$$|$$2,0605$$|$$2007$$|$$3$$|$$"Laboratorium voor Artsenijbereidkunde" Kloveniersburgwal^1084 (Y = boven hardstenen plint).$$|$$ZO$$|368|9|$$$$|POINT (121574.7 486904.2)
$$11380002$$|$$1,408$$|$$2007$$|$$1$$|$$Herengracht 597^10(x = natuursteen naast ingang Herengracht 597)$$|$$Z$$|37|52|$$$$|POINT (121707.6 486509.5)
$$11380053$$|$$,928$$|$$2007$$|$$0$$|$$Reguliersgracht 31^10$$|$$W$$|21|11|$$25G0390$$|POINT (121555.0 486332.1)
$$11380054$$|$$1,3596$$|$$2007$$|$$0$$|$$Waterlooplein "Stopera" links van ingang bij portiersloge^10rechts van garagedeuren$$|$$ZO$$|72|23|$$25G0391$$|POINT (121970.0 486739.9)
$$11480001$$|$$3,2333$$|$$2007$$|$$1$$|$$Noordoostelijk muurvlak van de doorgang van het gebouw^10"Muiderpoort" Alexanderplein (X=hoekpilaster;Y=boven plint)$$|$$ZW$$|-106|9|$$25G0126$$|POINT (123146.8 486303.8)
$$11480002$$|$$2,3839$$|$$2007$$|$$3$$|$$Voormalig "Gem. Verzorgingshuis voor Ouden van Dagen" aan^10de Roeterstraat 2 (X=terugliggende gevel; Y=boven plint).$$|$$O$$|108|52|$$$$|POINT (122541.4 486407.9)
$$11480003$$|$$1,5169$$|$$2007$$|$$3$$|$$"De Sauvage Noltingschool" Plantage Doklaan 14-16.^10$$|$$NO$$|-1019|30|$$$$|POINT (122621.3 486839.1)
$$11480005$$|$$3,006$$|$$2000$$|$$4$$|$$Gebouw "Muiderpoort" aan het Alexanderplein links van^10zuid-ingang.$$|$$ZO$$|-32|64|$$25G0124$$|POINT (123144.5 486298.5)
$$11480008$$|$$1,6412$$|$$2007$$|$$0$$|$$NO gevelhoek Laagte Kadijk (meest O gebouw t/o speelplaats)^10naast Binnenkadijk no.470/476 en 457/463 (Y = boven plint).$$|$$NO$$|17|40|$$$$|POINT (123051.2 486762.4)
$$11580001$$|$$2,9541$$|$$2007$$|$$1$$|$$NW-landhoofd van de brug (354) over de Singelgracht voor de^10Zeeburgerstraat bij de Funekade (Y = bovenkant dekzerk).$$|$$NW$$|230|-47|$$25G0128$$|POINT (123600.0 486600.0)
$$11580002$$|$$2,6981$$|$$2007$$|$$7$$|$$Hoogte Kadijk 410^10(Kantoorboekhandel ;y = onderkant granieten plintband)$$|$$N$$|196|10|$$25G0127$$|POINT (123410.9 486619.9)
$$11580003$$|$$1,4616$$|$$2007$$|$$3$$|$$Eerste van Swindenstraat 513 "Commelinschool"^10(x inspringend gedeelte links van hoofdingang; y boven plint)$$|$$Z$$|18|23|$$$$|POINT (123840.0 486255.0)
$$11580004$$|$$2,1637$$|$$2007$$|$$1$$|$$Zeeburgerdijk 25^10(x = linkeringang; y = boven afgeschuinde plint)$$|$$Z$$|38|7|$$$$|POINT (123789.0 486563.0)
$$11580005$$|$$1,6674$$|$$2007$$|$$1$$|$$Conradstraat 8G^10(Gemeentelijke Geneeskundige en Gezondheids Dienst)$$|$$NW$$|210|84|$$$$|POINT (123624.1 486860.2)
$$11580006$$|$$2,2684$$|$$2007$$|$$1$$|$$Westelijk hoofd noordzijde brug (352) Cruquiuskade en Cru-^10quiusweg over het kanaal naar de Entrepothaven(y=dekzerk)$$|$$O$$|130|-62|$$$$|POINT (124136.22 486835.14)
$$11580020$$|$$2,4329$$|$$2007$$|$$18$$|$$Touwbaan 2/26^10in de Oostenburgervoorstraaat$$|$$NW$$|8|26|$$$$|POINT (123414.32 486952.22)
$$11680001$$|$$3,2021$$|$$2007$$|$$3$$|$$"Gemeentelijke Ontsmettingsinrichting" Zeeburgerdijk 127^10(X = inspringend gedeelte rechts van ingang 131).$$|$$Z$$|23|81|$$$$|POINT (124447.8 486578.95)
$$11680002$$|$$2,6594$$|$$2007$$|$$1$$|$$Veelaan 18^10(zijgevel; y = bovenkant uitstekende band van gele stenen)$$|$$Z$$|-100|-9|$$$$|POINT (124490.0 486730.0)
$$11680005$$|$$2,7323$$|$$2007$$|$$0$$|$$Gebouw "Leger des Heils" aan de Zeeburgerdijk 215.^10$$|$$Z$$|-21|31|$$25G0299$$|POINT (124750.0 486580.0)
$$11680006$$|$$1,8529$$|$$2007$$|$$0$$|$$H.J.M. Wallenkampstraat 75/95^10gevel Cruquiusweg$$|$$N$$|-25|30|$$$$|POINT (124617.4 486846.8)
$$11780002$$|$$1,4553$$|$$2007$$|$$1$$|$$Andreas Schelfhoutstraat 63^10(x = stootvoeg)$$|$$N$$|-37|90|$$$$|POINT (118379.6 485603.9)
$$11780003$$|$$-,1286$$|$$2007$$|$$0$$|$$Zuidelijk landhoofd van het viadukt in de Einsteinweg over^10de Anton Waldorpstraat$$|$$W$$|10|32|$$$$|POINT (117864.5 486090.3)
$$11780005$$|$$-,7646$$|$$2007$$|$$18$$|$$Nachtwachtlaan^10Z-muur meest oost gelegen N-landhoofd brug 177 (Einsteinweg)$$|$$Z$$|17|30|$$$$|POINT (117930.7 485529.18)
$$11780006$$|$$-,3986$$|$$2007$$|$$18$$|$$Suze Robertsonstraat 3^10zijgevel$$|$$Z$$|-8|36|$$$$|POINT (117654.19 486002.38)
$$11880001$$|$$1,4221$$|$$2007$$|$$1$$|$$Hoofdweg 10^10(x = vooruitspringende basement van perceel 8)$$|$$W$$|-27|78|$$25D0075$$|POINT (118653.5 485856.1)
$$11880002$$|$$2,8474$$|$$2007$$|$$1$$|$$Z-vleugelmuur van het O-landhoofd van de brug (199) over de^10Kostverlorenvaart tussen Overtoom en Surinamestraat.$$|$$Z$$|180|-93|$$25D0076$$|POINT (118737.3 485667.1)
$$11880003$$|$$1,6112$$|$$2007$$|$$7$$|$$Westelijke hoekpilaar van het diensthuis van het "Europa^10College" aan de Zocherstraat 25.$$|$$NW$$|-16|110|$$25D0077$$|POINT (118940.0 485620.0)
$$11880004$$|$$1,4795$$|$$2007$$|$$1$$|$$Hoofdweg 96 in de Marowijnestraat^10(y = onder bovenkant van staande gemetselde plint)$$|$$Z$$|21|-100|$$25D0084$$|POINT (118650.0 486170.0)
$$11880005$$|$$1,5466$$|$$2007$$|$$3$$|$$Derde Kostverlorenkade 34^10("IVO-school Amsterdam"; y = boven plint)$$|$$NW$$|17|22|$$$$|POINT (118810.0 485770.0)
$$11880006$$|$$1,7054$$|$$2007$$|$$3$$|$$Voorgevel poort van de openbare basisschool "Annie M.G.^10Schmidt" Rhijnvis Feithstraat 25 / 27 (Y = boven plint).$$|$$ZW$$|17|21|$$$$|POINT (119065.2 485938.3)
$$11880007$$|$$1,4919$$|$$2007$$|$$3$$|$$Eerste Helmersstraat 271^10(y = boven plint; "Helmersschool")$$|$$NW$$|-32|14|$$$$|POINT (119351.7 485982.9)
$$11880009$$|$$1,5336$$|$$2007$$|$$1$$|$$Baarsjesweg 243^10(x = stenen dag van deur; y = bovenkant gemetselde rollaag)$$|$$ZO$$|27|71|$$$$|POINT (118910.0 486170.0)
$$11880012$$|$$1,125$$|$$2007$$|$$0$$|$$Rijtuigenhof 24/34.^10$$|$$NO$$|-28|39|$$$$|POINT (119239.2 485801.5)
$$11880013$$|$$1,2765$$|$$2007$$|$$0$$|$$Staringstraat 1A/11G^10gevel Jacob van Lennepkade$$|$$N$$|-350|52|$$$$|POINT (119240.0 486192.0)
$$11880014$$|$$,9864$$|$$2007$$|$$0$$|$$Overtoom 363/365^10("De Kleine Johannes")$$|$$NW$$|-39|52|$$25D0315$$|POINT (119305.7 485874.5)
$$11980001$$|$$1,2638$$|$$2007$$|$$7$$|$$Westgevel van de "Vondelkerk" Vondelstraat 120 (Y = buiten-^10bovenkant van de afgeschuinde plint).$$|$$ZW$$|-61|8|$$25G0115$$|POINT (120010.0 486070.0)
$$11980002$$|$$2,0825$$|$$2007$$|$$1$$|$$Van Baerlestraat^10N-vlak ZO-vlgm brug 200 over het Vondelpark (y=onderste graniet blok)$$|$$NO$$|-11|3|$$$$|POINT (120260.0 485970.0)
$$11980003$$|$$,9857$$|$$2007$$|$$0$$|$$Overtoom 183A-H$$|$$$$|-32|34|$$$$|POINT (119860.3 486088.9)
$$11980004$$|$$,8352$$|$$2010$$|$$0$$|$$Willemsparkweg hoek Jacob Obrechtstraat^10(G.E.B.-gebouw)$$|$$N$$|-7|31|$$$$|POINT (120085.03 485576.69)
$$12080001$$|$$3,2226$$|$$2007$$|$$1$$|$$Voorgevel "Rijksmuseum" aan de Stadhouderskade gelegen tus-^10sen linkeringang en onderdoorgang.$$|$$NO$$|190|70|$$25G0101$$|POINT (120840.6 485932.0)
$$12080002$$|$$1,7002$$|$$2007$$|$$1$$|$$Stadhouderskade 78 "Heinekens Bierbrouwerij Maatschappij"^10(x = vanaf graniet hoofdingang; y = boven plint)$$|$$N$$|-1124|110|$$25G0102$$|POINT (121260.61 485668.22)
$$12080003$$|$$1,8786$$|$$2007$$|$$3$$|$$Honthorststraat 27^10hoek Hobbemakade ("Brandweerkazerne"; y = boven plint)$$|$$ZO$$|-56|29|$$$$|POINT (120868.83 485683.32)
$$12080004$$|$$1,2768$$|$$2007$$|$$3$$|$$In de inkassing tussen de percelen Zieseniskade 5 en 6^10(Y=boven voeg  die gelijk loopt aan de plint van no 5).$$|$$NO$$|25|7|$$$$|POINT (120778.5 486176.5)
$$12080006$$|$$1,3919$$|$$2007$$|$$0$$|$$Weteringschans 159^10$$|$$Z$$|929|27|$$$$|POINT (121144.6 485879.7)
$$12180004$$|$$1,0677$$|$$2007$$|$$1$$|$$W-kant van de W-sluismuur van de sluis over de Amstel t/o^10de Utrechtsedwarsstraat (X=toegangskade Y=bovenk. dekzerk).$$|$$W$$|-260|-32|$$$$|POINT (121993.24 486146.18)
$$12180007$$|$$1,6564$$|$$2007$$|$$0$$|$$Amstel 288A/298^10hoek Utrechtsedwarsstraat$$|$$O$$|16|64|$$$$|POINT (121966.0 486135.8)
$$12180008$$|$$3,5653$$|$$2007$$|$$1$$|$$Zuidwestelijke pilaar van de Nederlandse Bank aan de^10Westeinde hoek Singelgracht (x = vanaf hek).$$|$$N$$|48|126|$$25G0387$$|POINT (121780.0 485724.0)
$$12180009$$|$$1,6354$$|$$2007$$|$$0$$|$$Weteringschans 259 hoek Reguliersgracht (y = boven plint).^10$$|$$Z$$|58|13|$$25G0382$$|POINT (121572.79 485849.49)
$$12180034$$|$$3,5879$$|$$2007$$|$$1$$|$$Westeinde (De Nederlandse Bank)^102e pijler links van draaihek nabij Singelgracht$$|$$N$$|0|128|$$25G0389$$|POINT (121780.0 485730.0)
$$12280001$$|$$1,3815$$|$$2007$$|$$7$$|$$Valckenierstraat 2 rechts van de hoofdingang (X = pilaar^10rechts van hoofdingang Y = boven afgeschuinde plint).$$|$$N$$|-31|9|$$25G0122$$|POINT (122420.0 486110.0)
$$12280002$$|$$1,8246$$|$$2007$$|$$3$$|$$Mauritskade 23   "Jozef Israelschool"^10(x = vooruitspringde ged. bij ingang; y = boven plint)$$|$$N$$|38|14|$$$$|POINT (122795.1 486025.3)
$$12280003$$|$$1,5992$$|$$2007$$|$$3$$|$$Tweede Boerhaavestraat 49^10Voormalige "Andreas Bonnschool"(y = boven hardstenen plint)$$|$$Z$$|37|45|$$$$|POINT (122721.48 485868.11)
$$12380001$$|$$1,3488$$|$$2007$$|$$3$$|$$Tweede Oosterparkstraat 227^10(Linnaeusschool; x = linker zijvlak vooruitspringend gedeelte; y = boven plint)$$|$$Z$$|38|29|$$$$|POINT (123364.7 485750.2)
$$12380002$$|$$,7737$$|$$2007$$|$$1$$|$$Frontmuur van het NO-landhoofd van het spoorwegviadukt over^10de Linnaeusstraat (x = rechtse rooster; y = natuurst. voet)$$|$$W$$|175|8|$$$$|POINT (123640.5 485651.3)
$$12380004$$|$$1,3547$$|$$2007$$|$$3$$|$$Eerste Atjehstraat 59^10(y = boven bovenkant rollaag)$$|$$Z$$|-31|8|$$$$|POINT (124159.21 486182.86)
$$12380011$$|$$1,1503$$|$$2007$$|$$1$$|$$Linneausstraat 2C (Loge Tropeninstituut)^10Nabij noordelijke hoek oostelijke gevel$$|$$O$$|-20|40|$$$$|POINT (123367.2 486113.2)
$$12480001$$|$$1,2179$$|$$2007$$|$$13$$|$$Molukkenstraat 72^10(y = boven de bovenkant rollaag)$$|$$O$$|89|35|$$$$|POINT (124496.53 486187.69)
$$12480005$$|$$1,1283$$|$$2007$$|$$1$$|$$Insulindeweg 870/886.^10$$|$$N$$|-27|43|$$$$|POINT (124875.6 486119.3)
$$12480006$$|$$1,0714$$|$$2007$$|$$0$$|$$Kramatweg 77-78 hoek Sumatrastraat 291/307.^10$$|$$O$$|204|41|$$$$|POINT (124858.6 485861.4)
$$12580001$$|$$1,0256$$|$$2007$$|$$0$$|$$Sloterkade 168^10(rechter hoekpilaster hoge gedeelte; x = hoek van pilaster)$$|$$O$$|-32|82|$$25D0065$$|POINT (118505.27 484817.22)
$$12680001$$|$$3,0782$$|$$2007$$|$$3$$|$$Valeriusplein 15^10gevel Pieter Lastmankade("Amsterdams Lyceum"; x = onderdoorgang; y = rollaag)$$|$$Z$$|-52|22|$$$$|POINT (119412.226 484914.956)
$$12680002$$|$$1,5288$$|$$2007$$|$$3$$|$$Des Presstraat 3("Valeriusschool"; y = onderkant van^10de voeg welke overeenkomt met de onderkant van raamdorpel)$$|$$W$$|-38|-22|$$$$|POINT (119080.0 484910.0)
$$12680003$$|$$1,3195$$|$$2007$$|$$1$$|$$Amstelveenseweg 136 (Gereformeerde kerk)(x = rechter^10steunbeer voorgevel;y = hardstenen afdekking van de plint)$$|$$O$$|-29|8|$$$$|POINT (118771.0 485288.7)
$$12680004$$|$$,6298$$|$$2007$$|$$1$$|$$Zijgevel aan Emmalaan van perceel Koningslaan 35 (X=rechts^10van stenen dag van het raam; Y= boven natuurstenen plint).$$|$$O$$|67|8|$$$$|POINT (119220.0 485400.0)
$$12680006$$|$$1,2381$$|$$2007$$|$$0$$|$$Schinkelkade 20A-C^10(uitspringende gedeelte)$$|$$N$$|6|55|$$$$|POINT (118660.0 485190.0)
$$12780001$$|$$1,6608$$|$$2010$$|$$3$$|$$Jacob Obrechtplein 1^10gevel onderstation G.E.B (y = boven de plint)$$|$$ZO$$|880|29|$$$$|POINT (120279.5 485145.9)
$$12780002$$|$$1,5599$$|$$2007$$|$$3$$|$$Dufaystraat 19^10Voormalige Dufayschool (y = boven plint)$$|$$W$$|-615|27|$$$$|POINT (119670.0 485140.0)
$$12780003$$|$$1,4281$$|$$2013$$|$$2$$|$$Koninginneweg 29^10gevel Emmastraat "Stadsreiniging"(x = rechter pilaster; y = boven plint)$$|$$O$$|-34|52|$$$$|POINT (119645.7 485363.8)
